File,Sent_ID,Sentence,Length,Category,Average Dependency,sub ID,subject,sub_subset_words,sub_subset_length,sub_subset_char_length,sub_direction,obl ID,obl,obl_subset_words,obl_subset_length,obl_subset_char_length,obl_direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,179,कहते हैं कल दोपहर को मैं आया था ।,9,obl_sv,2.0,6,मैं,['मैं'],1,3,No Direction,4,दोपहर,"['कल', 'दोपहर को']",2,9,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,181,तो तभी लेटर आया था ।,6,obl_sv,1.75,3,लेटर,['लेटर'],1,4,No Direction,2,तभी,['तभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,182,मैं ने अभी खोल के देखा नहीं है ।,9,s_obl_v,2.142857142857143,1,मैं,['मैं ने'],1,5,LR,3,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,189,मैं ने वैसे पूछा ।,5,s_obl_v,1.6666666666666667,1,मैं,['मैं ने'],1,5,LR,3,वैसे,['वैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,190,कहते हाँ लेटर तो मिला है लेकिन मैं ने अभी खोल के नहीं देखा ।,15,s_obl_v,3.3076923076923075,8,मैं,['मैं ने'],1,5,LR,10,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,195,फ़्लरीज़ तो शायद नहीं होंगी अब फ़िर ।,8,sv_obl,1.8333333333333333,1,फ़्लरीज़,"['फ़्लरीज़', 'तो']",2,10,LR,6,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,199,टेम्प्रेचर हाँ 32 के करीब रहेगा ।,7,s_obl_v,3.0,1,टेम्प्रेचर,['टेम्प्रेचर'],1,10,No Direction,3,32,"['32 के', '32 करीब']",2,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,205,लेकिन रोड तो खराब हो जाती है ना फ़्रीज़िंग रेन से ।,12,sv_obl,2.2,2,रोड,"['रोड', 'तो']",2,5,LR,10,रेन,"['फ़्रीज़िंग', 'रेन से']",2,13,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,229,मैं तो फ़्राइडे को गया था ।,7,s_obl_v,1.8,1,मैं,"['मैं', 'तो']",2,5,LR,3,फ़्राइडे,['फ़्राइडे को'],1,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,243,इस का मतलब ऐसे है कि वो उस दिन जैसे हम को लेने आए थे ।,16,s_obl_v,3.142857142857143,7,वो,['वो'],1,2,No Direction,9,दिन,"['उस', 'दिन जैसे']",2,9,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,245,तो बच्चा फ़िर क्या रोने लग जाएगा ।,8,s_obl_v,2.1666666666666665,2,बच्चा,['बच्चा'],1,5,No Direction,4,क्या,['क्या'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,251,सुबह के निकले हुए थे वो लोग ।,8,obl_vs,1.8333333333333333,7,लोग,"['लोग', 'वो']",2,5,RL,1,सुबह,['सुबह के'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,260,हम लोग फ़िल्म देखने बैठ गए थे जो टीवी पे आ रही थी ।,14,s_obl_v,2.1666666666666665,8,जो,['जो'],1,2,No Direction,9,टीवी,['टीवी पे'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,290,उस को पता नहीं होगा अभी [incomprehensible] खुला है ।,10,obl_sv,1.875,7,[incomprehensible],['[incomprehensible]'],1,18,No Direction,6,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,303,[incomprehensible] भी 9 बजे बंद हो गया था ।,9,s_obl_v,1.8571428571428572,1,[incomprehensible],"['[incomprehensible]', 'भी']",2,20,LR,4,बजे,"['बजे', '9']",2,4,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,308,कल तो खुलेंगे स्टोर ।,5,obl_vs,1.3333333333333333,4,स्टोर,['स्टोर'],1,5,No Direction,1,कल,"['कल', 'तो']",2,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,319,कल सारे खुलेंगे ।,4,obl_sv,1.5,2,सारे,['सारे'],1,4,No Direction,1,कल,['कल'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,323,9 10 बजे तक सब खुल जाएँगे ।,8,obl_sv,1.3333333333333333,5,सब,['सब'],1,2,No Direction,3,बजे,"['10', '9', 'बजे तक']",3,8,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,325,मेरे को इस समय हेयरकट कराना है ।,8,s_obl_v,1.8333333333333333,1,मेरे,['मेरे को'],1,6,LR,4,समय,"['समय', 'इस']",2,5,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,327,आप को विंगर्ट बाबू से कटवाने हैं तो वो तो अगले हफ़्ते ही हो पाएगा ।,16,s_obl_v,2.5714285714285716,9,वो,"['वो', 'तो']",2,4,LR,12,हफ़्ते,"['हफ़्ते', 'अगले', 'ही']",3,11,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,350,उस के पास हम जाते थे ।,7,obl_sv,1.8,4,हम,['हम'],1,2,No Direction,1,उस,"['उस के', 'उस पास']",2,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,359,संडे को तो वो पूरा बंद रखता है ।,9,obl_sv,2.142857142857143,4,वो,['वो'],1,2,No Direction,1,संडे,"['संडे को', 'तो']",2,8,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,369,तो शायद 12 1 बजे बंद कर देता है ।,11,s_obl_v,2.3333333333333335,1,ये,"['ये', 'तो']",2,4,LR,6,बजे,"['बजे', '1', '12']",3,6,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,393,इस में बढ़िया बढ़िया चीज़ें रिकॉर्ड हो जाएँगी ।,9,obl_sv,2.0,5,चीज़ें,"['चीज़ें', 'बढ़िया', 'बढ़िया']",3,17,RL,1,इस,['इस में'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,396,वो बाहर से टीवी की आवाज भी आ रही है ।,11,obl_sv,2.5555555555555554,6,आवाज,"['आवाज', 'टीवी की', 'भी']",3,12,Both,2,बाहर,['बाहर से'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,397,वो भी चली जाएगी बैकग्राउंड में ।,7,sv_obl,1.4,1,वो,"['वो', 'भी']",2,4,LR,5,बैकग्राउंड,['बैकग्राउंड में'],1,13,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,426,देखता हूँ में टीवी पे क्या आ रहा है ।,10,obl_sv,2.125,6,क्या,['क्या'],1,4,No Direction,4,टीवी,['टीवी पे'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,428,हाँ वो आ रहा है टीवी पे ।,8,sv_obl,1.6666666666666667,2,वो,['वो'],1,2,No Direction,6,टीवी,['टीवी पे'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,442,वो तो काफ़ी हड़बड़ी में रहते हैं ।,8,s_obl_v,1.8333333333333333,1,वो,"['वो', 'तो']",2,4,LR,4,हड़बड़ी,"['काफ़ी', 'हड़बड़ी में']",2,12,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,454,वो सब जगह पे अलग अलग कुछ आ रहा है ।,11,obl_sv,2.5555555555555554,5,अलग,"['अलग', 'अलग', 'कुछ']",3,9,LR,3,जगह,"['सब', 'जगह पे']",2,7,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,455,कहीं कुछ आ रहा है ।,6,obl_sv,1.5,2,कुछ,['कुछ'],1,3,No Direction,1,कहीं,['कहीं'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,470,मूवी तो खत्म हो गई ना 11 बजे ।,9,sv_obl,1.8571428571428572,1,मूवी,"['मूवी', 'तो']",2,6,LR,8,बजे,"['बजे', '11']",2,5,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,472,11 बजे मूवी ख़तम हो जाती है ।,8,obl_sv,1.6666666666666667,3,मूवी,['मूवी'],1,4,No Direction,2,बजे,"['बजे', '11']",2,5,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,476,11 बजे मूवी ख़तम हो जाती है ।,8,obl_sv,1.6666666666666667,3,मूवी,['मूवी'],1,4,No Direction,2,बजे,"['बजे', '11']",2,5,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,483,उधर चिट्ठी आई और उस के बाद मतलब हफ़्ता भी नहीं मिला ।,13,obl_sv,3.5454545454545454,2,चिट्ठी,['चिट्ठी'],1,6,No Direction,1,उधर,['उधर'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,495,वहाँ सिस्टम आ रहे हैं ।,6,obl_sv,1.5,2,सिस्टम,['सिस्टम'],1,6,No Direction,1,वहाँ,['वहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,498,वो जो यूपी डेस्को में आने थे ना ।,9,s_obl_v,1.8571428571428572,1,वो,"['वो', 'जो']",2,4,LR,4,डेस्को,"['यूपी', 'डेस्को में']",2,13,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,515,जब तक सब काम हुआ तब तक पेंटियम प्रो आ गया ना अब तो ।,15,obl_sv,1.6923076923076923,4,काम,"['काम', 'सब']",2,5,RL,1,जब,['जब तक'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,519,मतलब डेल ने कर दिया है लॉन्च क्रिसमस पे ।,10,sv_obl,2.125,2,डेल,['डेल ने'],1,5,LR,8,क्रिसमस,['क्रिसमस पे'],1,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,543,बस वो ही कपूर साहब खुद के हिसाब से ही देख रहे हैं ।,14,s_obl_v,3.25,5,साहब,"['साहब', 'कपूर']",2,8,RL,8,हिसाब,"['खुद के', 'हिसाब से', 'ही']",3,14,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,549,वो तो तब से तो बंद था जब हम गए थे ।,12,obl_sv,2.4,9,हम,['हम'],1,2,No Direction,8,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,554,मैं अप्रैल में गाया था ।,6,s_obl_v,1.75,1,मैं,['मैं'],1,3,No Direction,2,अप्रैल,['अप्रैल में'],1,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,574,1 ही सिस्टम है जो [incomprehensible] में चल रहा है ।,11,s_obl_v,2.0,5,जो,['जो'],1,2,No Direction,6,[incomprehensible],['[incomprehensible] में'],1,21,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,595,मैं कह रहा हूँ मई 86 से ।,8,sv_obl,1.6666666666666667,1,मैं,['मैं'],1,3,No Direction,6,86,"['मई', '86 से']",2,6,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,611,अपने घर में लगा लेंगे वो ।,7,obl_vs,1.4,6,वो,['वो'],1,2,No Direction,2,घर,"['अपने', 'घर में']",2,9,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,612,सिंगर साब सिंह साब जोवार साब बाँट लेंगे आपस में ।,11,sv_obl,2.0,2,साब,"['साब', 'सिंगर', 'साब', 'सिंह', 'साब', 'जोवार']",6,23,LR,9,आपस,['आपस में'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,620,वैसे [anonymized] तो बहुत पीछे पड़ा रहता है ।,9,obl_sv,2.2857142857142856,2,[anonymized],"['[anonymized]', 'तो']",2,14,LR,1,वैसे,['वैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,632,उस से थोड़ी बंद हो जाएगा कोई ।,8,obl_vs,1.8333333333333333,7,कोई,['कोई'],1,3,No Direction,1,उस,['उस से'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,640,जैसे वर्मा जी को प्रॉब्लम हुई थी ।,8,obl_sv,2.3333333333333335,2,वर्मा,"['जी', 'वर्मा को']",2,9,LR,1,जैसे,['जैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,642,वर्मा जी को तुम्हारे आने के बाद प्रॉब्लम हुई ना ।,11,s_obl_v,2.3333333333333335,1,वर्मा,"['जी', 'वर्मा को']",2,9,LR,5,आने,"['तुम्हारे', 'आने के', 'आने बाद']",3,19,LR
